,Planet_Mass1,Planet_Mass2,Planet_Mass3,Epsilon,Alpha,Stokes,Aspect_Ratio,SigmaSlope,Flaring_Index,Rp1,Rp2,Rp3,image_path,Planet_Count
1547,900.0,316.6666666666667,736.6666666666667,0.1,0.00999,0.16,0.0925,1.0,0.0,0.863,1.81,3.44,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_11/image_56.png,3
10476,67.66666666666667,0.0,240.0,0.1,0.0005,0.03,0.0895,1.0,0.0,0.984,2.05,3.37,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_70/image_113.png,2
13791,305.66666666666663,0.0,0.0,0.1,0.0005,0.03,0.0475,1.0,0.0,0.92,1.92,3.44,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_92/image_113.png,1
12331,383.3333333333333,60.0,240.0,0.1,0.0005,0.000157,0.0475,1.0,0.0,0.904,2.02,3.27,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_83/image_71.png,3
2185,220.66666666666669,736.6666666666667,293.3333333333333,0.1,0.03,0.000157,0.0346,1.0,0.0,0.989,1.89,3.35,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_15/image_30.png,3
6043,783.3333333333334,0.0,321.0,0.1,0.03,0.03,0.0805,1.0,0.0,0.968,2.03,3.08,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_41/image_68.png,2
13314,900.0,0.0,0.0,0.1,0.00999,0.03,0.0525,1.0,0.0,1.05,1.87,3.12,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_89/image_14.png,1
5720,107.33333333333334,60.0,670.0,0.1,0.00999,0.03,0.0565,1.0,0.0,0.952,2.06,3.27,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_39/image_85.png,3
10524,543.3333333333333,333.3333333333333,1000.0,0.1,0.03,0.03,0.0265,1.0,0.0,0.936,1.95,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_71/image_85.png,3
644,786.6666666666667,540.0,321.0,0.1,0.00999,0.000157,0.0754,1.0,0.0,0.954,1.82,2.96,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_5/image_58.png,3
11298,583.3333333333334,60.0,240.0,0.1,0.0005,0.000157,0.0445,1.0,0.0,1.05,1.89,3.08,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_76/image_36.png,3
12982,770.0,0.0,0.0,0.1,0.00999,0.000157,0.0625,1.0,0.0,0.973,2.08,3.48,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_87/image_24.png,1
12364,383.3333333333333,60.0,240.0,0.1,0.0005,0.000157,0.0475,1.0,0.0,0.904,2.02,3.27,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_83/image_35.png,3
14671,833.3333333333334,0.0,0.0,0.1,0.00999,0.000157,0.0375,1.0,0.0,0.867,1.89,3.24,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_98/image_123.png,1
3466,192.33333333333334,121.66666666666666,543.3333333333333,0.1,0.0005,0.03,0.0882,1.0,0.0,0.84,2.03,3.46,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_24/image_93.png,3
1660,986.6666666666666,680.0,846.6666666666667,0.1,0.03,0.16,0.0711,1.0,0.0,1.19,2.1,3.18,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_12/image_9.png,3
13232,900.0,0.0,0.0,0.1,0.00999,0.03,0.0525,1.0,0.0,1.05,1.87,3.12,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_89/image_79.png,1
10456,67.66666666666667,0.0,240.0,0.1,0.0005,0.03,0.0895,1.0,0.0,0.984,2.05,3.37,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_70/image_131.png,2
1675,986.6666666666666,680.0,846.6666666666667,0.1,0.03,0.16,0.0711,1.0,0.0,1.19,2.1,3.18,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_12/image_76.png,3
1812,590.0,373.3333333333333,763.3333333333333,0.1,0.00999,0.03,0.0582,1.0,0.0,0.806,1.91,2.94,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_13/image_9.png,3
8532,305.66666666666663,60.0,593.3333333333333,0.1,0.03,0.03,0.0385,1.0,0.0,0.824,1.92,3.22,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_57/image_110.png,3
8349,346.66666666666663,60.0,243.33333333333331,0.1,0.0005,0.03,0.0445,1.0,0.0,1.19,1.98,3.46,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_56/image_18.png,3
2153,220.66666666666669,736.6666666666667,293.3333333333333,0.1,0.03,0.000157,0.0346,1.0,0.0,0.989,1.89,3.35,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_15/image_6.png,3
12178,623.3333333333333,60.0,240.0,0.1,0.03,0.03,0.0295,1.0,0.0,1.1,2.08,2.94,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_82/image_82.png,3
7401,226.33333333333334,333.3333333333333,127.0,0.1,0.00999,0.03,0.0775,1.0,0.0,1.08,1.82,3.13,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_50/image_49.png,3
14238,239.33333333333331,0.0,0.0,0.1,0.00999,0.000157,0.0875,1.0,0.0,0.893,2.0,3.4,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_95/image_118.png,1
9488,743.3333333333334,60.0,1000.0,0.1,0.00999,0.000157,0.0385,1.0,0.0,1.02,1.94,3.13,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_64/image_63.png,3
11246,305.66666666666663,60.0,240.0,0.1,0.00999,0.000157,0.0715,1.0,0.0,1.03,2.0,2.96,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_75/image_110.png,3
5335,940.0,0.0,553.3333333333334,0.1,0.0005,0.03,0.0865,1.0,0.0,1.16,2.19,2.98,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_36/image_28.png,2
11164,305.66666666666663,60.0,240.0,0.1,0.00999,0.000157,0.0715,1.0,0.0,1.03,2.0,2.96,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_75/image_5.png,3
701,786.6666666666667,540.0,321.0,0.1,0.00999,0.000157,0.0754,1.0,0.0,0.954,1.82,2.96,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_5/image_141.png,3
2615,79.0,177.33333333333334,265.66666666666663,0.1,0.00999,0.16,0.0539,1.0,0.0,1.03,2.09,3.22,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_18/image_49.png,3
4489,333.3333333333333,149.33333333333331,210.0,0.1,0.00999,0.03,0.0304,1.0,0.0,1.13,1.98,3.27,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_30/image_100.png,3
12916,770.0,0.0,0.0,0.1,0.00999,0.000157,0.0625,1.0,0.0,0.973,2.08,3.48,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_87/image_91.png,1
4069,363.3333333333333,820.0,876.6666666666666,0.1,0.0005,0.000157,0.0325,1.0,0.0,0.829,1.94,3.34,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_28/image_87.png,3
14257,239.33333333333331,0.0,0.0,0.1,0.00999,0.000157,0.0875,1.0,0.0,0.893,2.0,3.4,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_95/image_100.png,1
5284,940.0,0.0,553.3333333333334,0.1,0.0005,0.03,0.0865,1.0,0.0,1.16,2.19,2.98,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_36/image_74.png,2
175,616.6666666666666,650.0,903.3333333333334,0.1,0.0005,0.03,0.0389,1.0,0.0,1.16,2.0,2.99,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_2/image_76.png,3
14291,373.3333333333333,0.0,0.0,0.1,0.03,0.16,0.0675,1.0,0.0,1.03,1.84,3.32,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_96/image_7.png,1
7951,423.33333333333337,60.0,786.6666666666667,0.1,0.00999,0.03,0.0715,1.0,0.0,0.888,1.9,3.42,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_53/image_106.png,3
3679,107.33333333333334,763.3333333333333,793.3333333333334,0.1,0.03,0.000157,0.0261,1.0,0.0,1.18,2.13,3.39,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_25/image_36.png,3
11721,663.3333333333334,333.3333333333333,1000.0,0.1,0.03,0.16,0.0865,1.0,0.0,1.14,2.1,3.18,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_79/image_78.png,3
3857,873.3333333333333,956.6666666666667,99.33333333333333,0.1,0.00999,0.03,0.0861,1.0,0.0,0.897,2.14,3.3,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_26/image_146.png,3
6564,27.833333333333332,0.0,863.3333333333333,0.1,0.0005,0.03,0.0925,1.0,0.0,0.984,1.97,3.39,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_44/image_14.png,2
10592,543.3333333333333,333.3333333333333,1000.0,0.1,0.03,0.03,0.0265,1.0,0.0,0.936,1.95,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_71/image_2.png,3
2295,956.6666666666667,65.66666666666666,154.66666666666666,0.1,0.0005,0.000157,0.0282,1.0,0.0,1.08,2.18,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_16/image_67.png,3
3119,503.3333333333333,930.0,516.6666666666666,0.1,0.0005,0.03,0.0732,1.0,0.0,0.817,2.11,3.23,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_21/image_135.png,3
8423,305.66666666666663,60.0,593.3333333333333,0.1,0.03,0.03,0.0385,1.0,0.0,0.824,1.92,3.22,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_57/image_78.png,3
1163,50.66666666666667,205.33333333333334,986.6666666666666,0.1,0.03,0.000157,0.0604,1.0,0.0,0.851,1.85,3.11,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_8/image_131.png,3
7838,423.33333333333337,60.0,786.6666666666667,0.1,0.00999,0.03,0.0715,1.0,0.0,0.888,1.9,3.42,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_53/image_73.png,3
14284,373.3333333333333,0.0,0.0,0.1,0.03,0.16,0.0675,1.0,0.0,1.03,1.84,3.32,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_96/image_76.png,1
8415,305.66666666666663,60.0,593.3333333333333,0.1,0.03,0.03,0.0385,1.0,0.0,0.824,1.92,3.22,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_57/image_90.png,3
2511,673.3333333333334,38.0,71.66666666666666,0.1,0.03,0.03,0.0689,1.0,0.0,0.943,2.19,3.42,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_17/image_142.png,3
6494,27.833333333333332,0.0,863.3333333333333,0.1,0.0005,0.03,0.0925,1.0,0.0,0.984,1.97,3.39,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_44/image_68.png,2
1382,533.3333333333334,93.66666666666666,433.3333333333333,0.1,0.00999,0.03,0.0454,1.0,0.0,0.92,2.08,3.06,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_10/image_7.png,3
1663,986.6666666666666,680.0,846.6666666666667,0.1,0.03,0.16,0.0711,1.0,0.0,1.19,2.1,3.18,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_12/image_87.png,3
4301,646.6666666666666,903.3333333333334,570.0,0.1,0.00999,0.16,0.0968,1.0,0.0,0.909,1.93,3.17,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_29/image_127.png,3
11656,27.833333333333332,333.3333333333333,0.0,0.1,0.03,0.03,0.0625,1.0,0.0,0.872,2.19,3.42,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_78/image_147.png,2
12897,636.6666666666666,0.0,0.0,0.1,0.03,0.16,0.0825,1.0,0.0,0.813,2.13,3.08,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_86/image_11.png,1
9342,859.9999999999999,60.0,1000.0,0.1,0.00999,0.03,0.0835,1.0,0.0,0.856,1.98,3.39,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_63/image_59.png,3
4135,363.3333333333333,820.0,876.6666666666666,0.1,0.0005,0.000157,0.0325,1.0,0.0,0.829,1.94,3.34,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_28/image_147.png,3
1354,533.3333333333334,93.66666666666666,433.3333333333333,0.1,0.00999,0.03,0.0454,1.0,0.0,0.92,2.08,3.06,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_10/image_95.png,3
5195,760.0,873.3333333333333,182.33333333333331,0.1,0.00999,0.000157,0.0368,1.0,0.0,1.02,1.84,3.32,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_35/image_21.png,3
14047,966.6666666666666,0.0,0.0,0.1,0.0005,0.000157,0.0325,1.0,0.0,0.947,2.16,3.36,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_94/image_17.png,1
10606,543.3333333333333,333.3333333333333,1000.0,0.1,0.03,0.03,0.0265,1.0,0.0,0.936,1.95,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_71/image_142.png,3
13911,703.3333333333333,0.0,0.0,0.1,0.03,0.03,0.0725,1.0,0.0,1.0,2.05,2.96,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_93/image_11.png,1
4141,363.3333333333333,820.0,876.6666666666666,0.1,0.0005,0.000157,0.0325,1.0,0.0,0.829,1.94,3.34,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_28/image_141.png,3
1567,900.0,316.6666666666667,736.6666666666667,0.1,0.00999,0.16,0.0925,1.0,0.0,0.863,1.81,3.44,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_11/image_38.png,3
1619,900.0,316.6666666666667,736.6666666666667,0.1,0.00999,0.16,0.0925,1.0,0.0,0.863,1.81,3.44,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_11/image_126.png,3
7731,663.3333333333334,60.0,943.3333333333334,0.1,0.00999,0.03,0.0355,1.0,0.0,1.05,1.87,3.18,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_52/image_17.png,3
5806,107.33333333333334,60.0,670.0,0.1,0.00999,0.03,0.0565,1.0,0.0,0.952,2.06,3.27,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_39/image_14.png,3
8675,820.0,60.0,630.0,0.1,0.03,0.03,0.0595,1.0,0.0,1.1,1.81,3.1,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_58/image_116.png,3
6844,266.0,333.3333333333333,746.6666666666666,0.1,0.03,0.000157,0.0835,1.0,0.0,1.11,2.08,2.91,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_46/image_20.png,3
12192,623.3333333333333,60.0,240.0,0.1,0.03,0.03,0.0295,1.0,0.0,1.1,2.08,2.94,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_82/image_7.png,3
7142,623.3333333333333,60.0,49.33333333333333,0.1,0.00999,0.000157,0.0325,1.0,0.0,0.92,2.18,3.44,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_48/image_137.png,3
1896,590.0,373.3333333333333,763.3333333333333,0.1,0.00999,0.03,0.0582,1.0,0.0,0.806,1.91,2.94,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_13/image_20.png,3
5840,107.33333333333334,60.0,670.0,0.1,0.00999,0.03,0.0565,1.0,0.0,0.952,2.06,3.27,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_39/image_109.png,3
6707,147.0,333.3333333333333,903.3333333333334,0.1,0.00999,0.000157,0.0625,1.0,0.0,1.13,2.16,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_45/image_145.png,3
7872,423.33333333333337,60.0,786.6666666666667,0.1,0.00999,0.03,0.0715,1.0,0.0,0.888,1.9,3.42,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_53/image_42.png,3
5564,743.3333333333334,60.0,282.3333333333333,0.1,0.00999,0.03,0.0415,1.0,0.0,0.856,2.14,3.06,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_38/image_95.png,3
1414,533.3333333333334,93.66666666666666,433.3333333333333,0.1,0.00999,0.03,0.0454,1.0,0.0,0.92,2.08,3.06,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_10/image_40.png,3
4232,646.6666666666666,903.3333333333334,570.0,0.1,0.00999,0.16,0.0968,1.0,0.0,0.909,1.93,3.17,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_29/image_60.png,3
12278,623.3333333333333,60.0,240.0,0.1,0.03,0.03,0.0295,1.0,0.0,1.1,2.08,2.94,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_82/image_127.png,3
13237,900.0,0.0,0.0,0.1,0.00999,0.03,0.0525,1.0,0.0,1.05,1.87,3.12,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_89/image_74.png,1
5032,476.6666666666667,623.3333333333333,238.0,0.1,0.0005,0.03,0.0818,1.0,0.0,1.0,1.87,3.1,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_34/image_33.png,3
4889,816.6666666666666,846.6666666666667,596.6666666666666,0.1,0.0005,0.03,0.0839,1.0,0.0,1.06,2.01,3.29,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_33/image_142.png,3
13733,305.66666666666663,0.0,0.0,0.1,0.0005,0.03,0.0475,1.0,0.0,0.92,1.92,3.44,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_92/image_30.png,1
10222,107.33333333333334,60.0,240.0,0.1,0.00999,0.16,0.0565,1.0,0.0,1.16,1.97,3.46,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_69/image_82.png,3
4102,363.3333333333333,820.0,876.6666666666666,0.1,0.0005,0.000157,0.0325,1.0,0.0,0.829,1.94,3.34,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_28/image_45.png,3
1272,135.66666666666669,596.6666666666666,459.99999999999994,0.1,0.00999,0.16,0.0989,1.0,0.0,1.1,1.92,3.25,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_9/image_148.png,3
8084,463.3333333333333,60.0,436.66666666666663,0.1,0.00999,0.000157,0.0295,1.0,0.0,1.02,2.13,3.37,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_54/image_102.png,3
7877,423.33333333333337,60.0,786.6666666666667,0.1,0.00999,0.03,0.0715,1.0,0.0,0.888,1.9,3.42,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_53/image_38.png,3
10554,543.3333333333333,333.3333333333333,1000.0,0.1,0.03,0.03,0.0265,1.0,0.0,0.936,1.95,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_71/image_56.png,3
13355,900.0,0.0,0.0,0.1,0.00999,0.03,0.0525,1.0,0.0,1.05,1.87,3.12,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_89/image_102.png,1
10025,463.3333333333333,60.0,240.0,0.1,0.0005,0.03,0.0655,1.0,0.0,1.08,2.16,3.3,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_67/image_110.png,3
2321,956.6666666666667,65.66666666666666,154.66666666666666,0.1,0.0005,0.000157,0.0282,1.0,0.0,1.08,2.18,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_16/image_43.png,3
1062,50.66666666666667,205.33333333333334,986.6666666666666,0.1,0.03,0.000157,0.0604,1.0,0.0,0.851,1.85,3.11,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_8/image_88.png,3
11657,27.833333333333332,333.3333333333333,0.0,0.1,0.03,0.03,0.0625,1.0,0.0,0.872,2.19,3.42,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_78/image_146.png,2
6731,147.0,333.3333333333333,903.3333333333334,0.1,0.00999,0.000157,0.0625,1.0,0.0,1.13,2.16,3.2,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_45/image_123.png,3
7915,423.33333333333337,60.0,786.6666666666667,0.1,0.00999,0.03,0.0715,1.0,0.0,0.888,1.9,3.42,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_53/image_139.png,3
7474,226.33333333333334,333.3333333333333,127.0,0.1,0.00999,0.03,0.0775,1.0,0.0,1.08,1.82,3.13,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_50/image_118.png,3
7176,623.3333333333333,60.0,49.33333333333333,0.1,0.00999,0.000157,0.0325,1.0,0.0,0.92,2.18,3.44,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_48/image_106.png,3
3467,192.33333333333334,121.66666666666666,543.3333333333333,0.1,0.0005,0.03,0.0882,1.0,0.0,0.84,2.03,3.46,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_24/image_92.png,3
313,446.6666666666667,986.6666666666666,930.0,0.1,0.00999,0.16,0.0518,1.0,0.0,0.874,1.83,2.98,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_3/image_75.png,3
662,786.6666666666667,540.0,321.0,0.1,0.00999,0.000157,0.0754,1.0,0.0,0.954,1.82,2.96,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_5/image_41.png,3
8308,346.66666666666663,60.0,243.33333333333331,0.1,0.0005,0.03,0.0445,1.0,0.0,1.19,1.98,3.46,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_56/image_55.png,3
9216,266.0,333.3333333333333,0.0,0.1,0.03,0.000157,0.0805,1.0,0.0,0.952,1.86,3.22,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_62/image_21.png,2
9489,743.3333333333334,60.0,1000.0,0.1,0.00999,0.000157,0.0385,1.0,0.0,1.02,1.94,3.13,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_64/image_62.png,3
12495,423.33333333333337,0.0,240.0,0.1,0.00999,0.03,0.0415,1.0,0.0,0.808,2.14,3.49,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_84/image_67.png,2
6398,980.0,60.0,516.6666666666666,0.1,0.0005,0.16,0.0505,1.0,0.0,1.03,1.94,3.15,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_43/image_19.png,3
6842,266.0,333.3333333333333,746.6666666666666,0.1,0.03,0.000157,0.0835,1.0,0.0,1.11,2.08,2.91,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_46/image_22.png,3
7540,186.66666666666666,333.3333333333333,165.66666666666669,0.1,0.00999,0.000157,0.0955,1.0,0.0,0.936,1.84,3.34,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_51/image_55.png,3
3040,503.3333333333333,930.0,516.6666666666666,0.1,0.0005,0.03,0.0732,1.0,0.0,0.817,2.11,3.23,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_21/image_71.png,3
14069,966.6666666666666,0.0,0.0,0.1,0.0005,0.000157,0.0325,1.0,0.0,0.947,2.16,3.36,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_94/image_132.png,1
7665,663.3333333333334,60.0,943.3333333333334,0.1,0.00999,0.03,0.0355,1.0,0.0,1.05,1.87,3.18,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_52/image_90.png,3
8413,305.66666666666663,60.0,593.3333333333333,0.1,0.03,0.03,0.0385,1.0,0.0,0.824,1.92,3.22,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_57/image_94.png,3
3955,249.0,289.0,376.66666666666663,0.1,0.0005,0.03,0.0496,1.0,0.0,1.14,2.06,3.08,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_27/image_58.png,3
14415,107.33333333333334,0.0,0.0,0.1,0.0005,0.16,0.0425,1.0,0.0,1.16,2.11,3.04,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_97/image_92.png,1
11555,147.0,60.0,0.0,0.1,0.00999,0.03,0.0595,1.0,0.0,1.18,1.9,3.32,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_77/image_10.png,2
4937,816.6666666666666,846.6666666666667,596.6666666666666,0.1,0.0005,0.03,0.0839,1.0,0.0,1.06,2.01,3.29,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_33/image_1.png,3
12321,383.3333333333333,60.0,240.0,0.1,0.0005,0.000157,0.0475,1.0,0.0,0.904,2.02,3.27,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_83/image_83.png,3
10703,783.3333333333334,60.0,240.0,0.1,0.00999,0.03,0.0745,1.0,0.0,0.888,1.87,3.34,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_72/image_50.png,3
6414,980.0,60.0,516.6666666666666,0.1,0.0005,0.16,0.0505,1.0,0.0,1.03,1.94,3.15,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_43/image_14.png,3
12938,770.0,0.0,0.0,0.1,0.00999,0.000157,0.0625,1.0,0.0,0.973,2.08,3.48,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_87/image_64.png,1
11228,305.66666666666663,60.0,240.0,0.1,0.00999,0.000157,0.0715,1.0,0.0,1.03,2.0,2.96,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_75/image_127.png,3
12477,423.33333333333337,0.0,240.0,0.1,0.00999,0.03,0.0415,1.0,0.0,0.808,2.14,3.49,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_84/image_83.png,2
13032,770.0,0.0,0.0,0.1,0.00999,0.000157,0.0625,1.0,0.0,0.973,2.08,3.48,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_87/image_114.png,1
6307,503.3333333333333,60.0,88.33333333333333,0.1,0.00999,0.16,0.0265,1.0,0.0,0.808,1.86,2.94,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_42/image_100.png,3
1900,590.0,373.3333333333333,763.3333333333333,0.1,0.00999,0.03,0.0582,1.0,0.0,0.806,1.91,2.94,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_13/image_17.png,3
13609,570.0,0.0,0.0,0.1,0.0005,0.03,0.0975,1.0,0.0,0.84,1.95,3.0,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_91/image_113.png,1
1624,900.0,316.6666666666667,736.6666666666667,0.1,0.00999,0.16,0.0925,1.0,0.0,0.863,1.81,3.44,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_11/image_121.png,3
3743,107.33333333333334,763.3333333333333,793.3333333333334,0.1,0.03,0.000157,0.0261,1.0,0.0,1.18,2.13,3.39,/content/drive/MyDrive/ISU/DPNNet-RT/image_directory/RT_A_25/image_113.png,3
